,SMILES,Parent_SMILES
280,COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3O[C@H]3OC(C)C(O)C(O)C3O)cc2O)cc1O,COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3O[C@H]3OC(C)C(O)C(O)C3O)cc2O)cc1O
281,CCOC1CC=C(C=NO)CC1,CCOC1CC=C(C=NO)CC1
282,O=C1[N-]S(=O)(=O)c2c1cccc2.[Na+],O=C1[N-]S(=O)(=O)c2ccccc21.[Na+]
283,CC1NC(=O)C(Cc2ccc(O)cc2)NC1=O,CC1NC(=O)C(Cc2ccc(O)cc2)NC1=O
284,Cc1cccc2c1nc(NS(=O)(=O)O)s2,Cc1cccc2sc(NS(=O)(=O)O)nc12
285,CC(C)C(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,CC(C)C(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O
286,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6coc(=O)cc6)CCC45O)C3(C)CC2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O
287,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6CC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6CC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
288,CC1CCCC(NS(=O)(=O)O)C1,CC1CCCC(NS(=O)(=O)O)C1
289,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1
290,O=C(C=Cc1ccccc1)OC1CCN2CC3CC(CN4C(=O)CCCC34)C2C1,O=C(C=Cc1ccccc1)OC1CCN2CC3CC(CN4C(=O)CCCC34)C2C1
291,COc1cc2c(CC(O)C(C)(C)O2)c(O)c1C(=O)C=Cc1ccc(O)cc1,COc1cc2c(c(O)c1C(=O)C=Cc1ccc(O)cc1)CC(O)C(C)(C)O2
292,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12
293,O=[N+]([O-])c1ccc(Cl)cc1NS(=O)(=O)O,O=[N+]([O-])c1ccc(Cl)cc1NS(=O)(=O)O
294,CC=C(C)C(=O)OC1CC2C(CC=C3CC(OC4CC(OC)C(OC5CC(OC)C(OC6OC(C)C(O)C(OC)C6O)C(C)O5)C(C)O4)CCC32C)C2(O)CCC(C(C)=O)C12C,CC=C(C)C(=O)OC1CC2C(CC=C3CC(OC4CC(OC)C(OC5CC(OC)C(OC6OC(C)C(O)C(OC)C6O)C(C)O5)C(C)O4)CCC32C)C2(O)CCC(C(C)=O)C12C
295,CC(NC(NCC(=O)O)Nc1ccc(C#N)cc1)c1ccccc1,CC(NC(NCC(=O)O)Nc1ccc(C#N)cc1)c1ccccc1
296,CC(=CCCC(C)=CCOC1OC(CO)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)CCC=C(C)COC1OC(CO)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,CC(=CCCC(C)=CCOC1OC(CO)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O)CCC=C(C)COC1OC(CO)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O
297,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O
298,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C3
299,NCCCC[C@H](N)C(=O)O,NCCCC[C@H](N)C(=O)O
300,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccccc1C(=O)O,O=C(C=Cc1ccc(O)c(O)c1)Nc1ccccc1C(=O)O
301,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccccc2)cc1,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccccc2)cc1
302,NC(CC(O)(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,NC(CC(O)(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O
303,CC1C2CC(O)C3C(C2)(C(=O)OC2CCC(C)(C)C4C(O)OCC243)C1O,CC1C2CC(O)C3C(C2)(C(=O)OC2CCC(C)(C)C4C(O)OCC243)C1O
304,COc1c(N2CCNC(C)C2)c(F)cc2c1n(C1CC1)cc(C(=O)O)c2=O,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
305,C=C(C)C1CC[C@]2(C)[C@H](CC(O[C@@H]3OC(C)C(O)C(O)C3O)[C@H]3[C@H]([C@](C)(O)C/C=C/C(C)(C)O)CC[C@]32C)[C@]1(C)CCC(=O)O,C=C(C)C1CC[C@]2(C)[C@H](CC(O[C@@H]3OC(C)C(O)C(O)C3O)[C@H]3[C@H]([C@](C)(O)C/C=C/C(C)(C)O)CC[C@]32C)[C@]1(C)CCC(=O)O
306,N#Cc1ccc(NC(=S)NCCC(=O)O)cc1,N#Cc1ccc(NC(=S)NCCC(=O)O)cc1
307,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NCCC(C)(C)C,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NCCC(C)(C)C
308,CCC(=O)OC/C=C(\C)CCC=C(C)C,CCC(=O)OC/C=C(\C)CCC=C(C)C
309,COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,COCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
310,NC(=Nc1ccc([N+](=O)[O-])cc1)NCC(=O)O,NC(=Nc1ccc([N+](=O)[O-])cc1)NCC(=O)O
311,CCC(C)C1NC(=O)C(Cc2ccccc2)NC1=O,CCC(C)C1NC(=O)C(Cc2ccccc2)NC1=O
312,C[C@]1(C(=O)O)CCC[C@@]2(C)c3ccccc3[C@@](O)(C(=O)O)[C@H]12,C[C@@]12CCC[C@](C)(C(=O)O)[C@H]1[C@](O)(C(=O)O)c1ccccc12
313,CC(C)CC1NC(=O)C(Cc2ccccc2)NC1=O,CC(C)CC1NC(=O)C(Cc2ccccc2)NC1=O
314,NC(=O)CCC(N)C(=O)O,NC(=O)CCC(N)C(=O)O
315,C=C(C)C1CCC2(C)C(CC(OC3OC(C)C(O)C(O)C3O)C3C(C(C)(O)CC=CC(C)(C)O)CCC32C)C1(C)CCC(=O)O,C=C(C)C1CCC2(C)C(CC(OC3OC(C)C(O)C(O)C3O)C3C(C(C)(O)CC=CC(C)(C)O)CCC32C)C1(C)CCC(=O)O
316,COc1ccc(C2CC(=O)c3c(cc(O)cc3O)O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O
317,O=S(=O)(O)Nc1cccc(OC(F)(F)F)c1,O=S(=O)(O)Nc1cccc(OC(F)(F)F)c1
318,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(O)C12
319,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2c1cc(OC)cc2,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
320,C=C(C)C(O)Cc1c(O)cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c1O,C=C(C)C(O)Cc1c(O)cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c1O
321,O=S(=O)(O)Nc1cc(Cl)cc(Cl)c1,O=S(=O)(O)Nc1cc(Cl)cc(Cl)c1
322,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1(C)O,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1(C)O
323,COC(C)C1=CCC(C)=CC1,COC(C)C1=CCC(C)=CC1
324,CCC(C)C(=O)C1=C(O)[C@@H](O)C(CC=C(C)C)C1=O,CCC(C)C(=O)C1=C(O)[C@@H](O)C(CC=C(C)C)C1=O
325,CC1OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(COC7OC(CO)C(O)C(O)C7O)O6)C(C)C54)C3)OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(COC7OC(CO)C(O)C(O)C7O)O6)C(C)C54)C3)OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C2O)C(O)C(O)C1O
326,CC(C)=CCC12CC3C(CC(C(C)C)C3(C)C)(C(=O)C(C(=O)C(C)C)=C1O)C2=O,CC(C)=CCC12CC3C(CC(C(C)C)C3(C)C)(C(=O)C(C(=O)C(C)C)=C1O)C2=O
327,c1ncc2[nH]cnc2n1,c1ncc2[nH]cnc2n1
328,OC[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
329,COc1ccc2c(OC)c3ccoc3nc2c1OC,COc1ccc2c(OC)c3ccoc3nc2c1OC
330,CCC(O)CO,CCC(O)CO
331,O=S(=O)(O)Nc1ccc(Br)cc1F,O=S(=O)(O)Nc1ccc(Br)cc1F
332,CC(=O)OC1CC2OC(=O)C34CC(CCC3C23COC(=O)C3C1(C)C)C(C)C4=O,CC(=O)OC1CC2OC(=O)C34CC(CCC3C23COC(=O)C3C1(C)C)C(C)C4=O
333,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
334,CCC=CCC=CCC=CCCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O
335,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC=C1C(=O)OCC1O,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC=C1C(=O)OCC1O
336,O=[N+]([O-])c1ccc(NS(=O)(=O)O)c(Cl)c1,O=[N+]([O-])c1ccc(NS(=O)(=O)O)c(Cl)c1
337,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12
338,CC(CC(=O)O)S(=O)(=O)c1ccc(Cl)cc1,CC(CC(=O)O)S(=O)(=O)c1ccc(Cl)cc1
339,COCC(C)(OC)C1CC=C(C)CC1,COCC(C)(OC)C1CC=C(C)CC1
340,CC(C)CC(N)C(=O)O,CC(C)CC(N)C(=O)O
341,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1
342,CC(Cc1ccc(NS(C)(=O)=O)cc1)NC(=O)C(N)CC(=O)O,CC(Cc1ccc(NS(C)(=O)=O)cc1)NC(=O)C(N)CC(=O)O
343,CCCCCCCCC=CCCCCCCCC(=O)OC(CO)CO,CCCCCCCCC=CCCCCCCCC(=O)OC(CO)CO
344,OCC1SC(O)C(O)C(O)C1O,OCC1SC(O)C(O)C(O)C1O
345,CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OCC,CCCCC(NC(=O)C(N)CC(=O)O)C(=O)OCC
346,CCCCCCNC(=Nc1ccc(C#N)cc1)NCC(=O)O,CCCCCCNC(=Nc1ccc(C#N)cc1)NCC(=O)O
347,CCC(C)C(=O)C1=C(O)C(CC=C(C)C)=C(O)C(O)(CC=C(C)C)C1=O,CCC(C)C(=O)C1=C(O)C(CC=C(C)C)=C(O)C(O)(CC=C(C)C)C1=O
348,O=C(O)CNC(=Nc1ccccc1)NCC1CCCCC1,O=C(O)CNC(=Nc1ccccc1)NCC1CCCCC1
349,OC1COC(O)C(O)C1O,OC1COC(O)C(O)C1O
350,NCCCCC(N)C(=O)O,NCCCCC(N)C(=O)O
351,COC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1,COC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1
352,CC(C)(C)CNS(=O)(=O)O,CC(C)(C)CNS(=O)(=O)O
353,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O
354,COCC1=CCC(C)=CC1,COCC1=CCC(C)=CC1
355,C=C[C@H](O)C/C(=N/OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C=C[C@H](O)C/C(=N/OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
356,O=S(=O)(O)NN1CCC2CCCCC2C1,O=S(=O)(O)NN1CCC2CCCCC2C1
357,O=c1ccc2c(cc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)o1,O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1
358,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC[S+](C)[O-])NC1=O,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC[S+](C)[O-])NC1=O
359,C=C(C)[C@@H]1CC=C(/C=N\O)CC1,C=C(C)[C@@H]1CC=C(/C=N\O)CC1
360,N#Cc1ccc(N=C(N)NCC(=O)O)cc1,N#Cc1ccc(N=C(N)NCC(=O)O)cc1
361,C=CC1CC=C(C=NO)CC1,C=CC1CC=C(C=NO)CC1
362,CC(C=O)=Cc1ccccc1,CC(C=O)=Cc1ccccc1
363,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC1CC2CC[C@]1(C)C2(C)C,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC(=O)OC1CC2CC[C@]1(C)C2(C)C
364,C[C@H](NC(=O)[C@H](N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,C[C@H](NC(=O)[C@H](N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C
365,COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1,COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1
366,OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O
367,CC(C)=CCC(=O)[C@]1(O)C(O)=C(C(=O)CC(C)C)C(=O)[C@H]1CC=C(C)C,CC(C)=CCC(=O)[C@]1(O)C(O)=C(C(=O)CC(C)C)C(=O)[C@H]1CC=C(C)C
368,CC(NC(=Nc1cccc(C#N)c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1cccc(C#N)c1)NCC(=O)O)c1ccccc1
369,OC[C@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@@H](O)[C@H](O)CO,OC[C@@H](O)[C@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@@H](O)CO
370,CCCCOC(=O)c1ccc(NS(=O)(=O)O)cc1,CCCCOC(=O)c1ccc(NS(=O)(=O)O)cc1
371,CCCCCC(=O)CC(=O)NC1CCOC1=O,CCCCCC(=O)CC(=O)NC1CCOC1=O
372,CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(CC(C(C)(C)O)C3(C)C)(C1=O)C2=O,CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(CC(C(C)(C)O)C3(C)C)(C1=O)C2=O
373,COc1cc2c(cc1O)occ(-c1ccc(O)cc1)c2=O,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O
374,COc1ccc(C2OCc3ccccc3S2)c(C=Cc2ccc([N+](=O)[O-])cc2)c1O,COc1ccc(C2OCc3ccccc3S2)c(C=Cc2ccc([N+](=O)[O-])cc2)c1O
375,COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1O,COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1O
376,CC(C)=CCCC(C)=CCOC=O,CC(C)=CCCC(C)=CCOC=O
377,COc1cc2c(CCC(C)(C)O2)c2c1C(=O)CC(c1ccc(O)cc1)O2,COc1cc2c(c3c1C(=O)CC(c1ccc(O)cc1)O3)CCC(C)(C)O2
378,C=C1C(=O)OC2CC(C)=CCCC3(C)OC3C(OC(C)=O)C12,C=C1C(=O)OC2CC(C)=CCCC3(C)OC3C(OC(C)=O)C12
379,OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
380,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
381,CC(=O)OCc1ccc2OCOc2c1,CC(=O)OCc1ccc2c(c1)OCO2
382,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(OC)C(OC8CC(OC)C(OC9OC(C)C(O)C(OC)C9O)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(OC)C(OC8CC(OC)C(OC9OC(C)C(O)C(OC)C9O)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C
383,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O
384,O=S(=O)(O)N(CCN1CCOCC1)S(=O)(=O)O,O=S(=O)(O)N(CCN1CCOCC1)S(=O)(=O)O
385,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc([N+](=O)[O-])cc2)cc1,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc([N+](=O)[O-])cc2)cc1
386,O=S(=O)(O)NC1CCSCC1,O=S(=O)(O)NC1CCSCC1
387,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
388,OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
389,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
390,CCCC(=O)OC/C=C(/C)CCC=C(C)C,CCCC(=O)OC/C=C(/C)CCC=C(C)C
391,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
392,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccccc2[N+](=O)[O-])cc1,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccccc2[N+](=O)[O-])cc1
393,OC[C@@H]1O[C@](CO)(O[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O,OC[C@@H]1O[C@](CO)(O[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O
394,O=C(O)CN=C(Nc1cc(Cl)cc(Cl)c1)NC(c1ccccc1)c1ccccc1,O=C(O)CN=C(Nc1cc(Cl)cc(Cl)c1)NC(c1ccccc1)c1ccccc1
395,O=C(O)C1(O)CC(O)C(O)C(O)C1,O=C(O)C1(O)CC(O)C(O)C(O)C1
396,ON=CC1=CCCOC1,ON=CC1=CCCOC1
397,CC(O)CNS(=O)(=O)O,CC(O)CNS(=O)(=O)O
398,CC(C)(C)OC(=O)c1ccc(NS(=O)(=O)O)cc1,CC(C)(C)OC(=O)c1ccc(NS(=O)(=O)O)cc1
399,CC(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1,CC(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1
400,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
401,C=C1CC23CCC4C(C)(C(=O)OCCCS(=O)(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OCCCS(=O)(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3
402,CC1=C2C(=CC1)C(C)(O)CCC1C(C)C(=O)OC21,CC1=C2C(=CC1)C(C)(O)CCC1C(C)C(=O)OC21
403,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1
404,CCCC(=O)OCC=Cc1ccccc1,CCCC(=O)OCC=Cc1ccccc1
405,O=S(=O)(O)ON=C(Cc1c[nH]c2ccccc12)SC1OC(CO)C(O)C(O)C1O,O=S(=O)(O)ON=C(Cc1c[nH]c2ccccc12)SC1OC(CO)C(O)C(O)C1O
406,O=C(OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O)c1ccccc1,O=C(OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O)c1ccccc1
407,OCC1OC(Oc2cc3ccccc3cc2)C(O)C(O)C1O,OCC1OC(Oc2ccc3ccccc3c2)C(O)C(O)C1O
408,COCC1CC=C(C)CC1,COCC1CC=C(C)CC1
409,CCCC[N+](C)(CC(=O)Nc1c(C)cccc1C)Cc1ccc(Cl)cc1,CCCC[N+](C)(CC(=O)Nc1c(C)cccc1C)Cc1ccc(Cl)cc1
410,COc1ccc(C2OCc3c(O)cccc3S2)cc1O,COc1ccc(C2OCc3c(O)cccc3S2)cc1O
411,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O
412,C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C,C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C
413,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1
414,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(=O)O
415,O=C(O)[C@H]1CCCN1,O=C(O)[C@H]1CCCN1
416,CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O
417,OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O,OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O
418,C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OCC(O)C(O)C6O)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OCC(O)C(O)C6O)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3
419,CCNCC(O)c1cccc(O)c1,CCNCC(O)c1cccc(O)c1
420,CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCC1,CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCC1
421,OCC1OC(OC2C(O)COC(O)(CO)C2O)C(O)C(O)C1O,OCC1OC(OC2C(O)COC(O)(CO)C2O)C(O)C(O)C1O
422,CC(NC(=Nc1cccc([N+](=O)[O-])c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1cccc([N+](=O)[O-])c1)NCC(=O)O)c1ccccc1
423,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
424,COc1c(CC=C(C)C)c(O)c2CCC(C)(C)Oc2c1C(=O)C=Cc1ccc(O)cc1,COc1c(CC=C(C)C)c(O)c2c(c1C(=O)C=Cc1ccc(O)cc1)OC(C)(C)CC2
425,O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O
